text,sentiment
@JetBlue any chance you will by this summer?,Neutral
@USAirways got through on the phone. usair Cancelled Flightled her return flights because she missed a flight on her way out. they took care of it,Neutral
@southwestair @cspkcats let us know if we can help,Neutral
@VirginAmerica shares rise on Q4 financial results - USA TODAY http://t.co/lFS4PEFE6y,Neutral
@united I did. they told us the wrong carousel number.,Neutral
@USAirways even when I do simple google search by flight number it tells me which gate so won't be that difficult am sure #disappointed,Negative
"@southwestair has 22 employees on Social Care Team, 4 staff the Listening Ctr. at any time-rest of spots filled by other areas. #RaganDisney",Neutral
"@AmericanAir I sent you a DM, can you please help.",Neutral
"@USAirways This is garbage, been trying to book a reward flight and then it got Cancelled Flighted and still can't get anyone on phone. Unacceptable",Negative
@united thank you. Been trying for two days to set this up.,Positive
"@SouthwestAir I noticed the rates increased a few days ago, or the promotion ended. Any idea when another promotion will be coming?? Thanks!",Neutral
@USAirways YOU ARE THE BEST AIRWAYS!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏,Positive
@SouthwestAir 2 wounded vets stuck. Hv trouble with agent help. On hold and no answer on Twitter. Pls respond,Negative
@united download jeokoo the American app for air travelers,Neutral
@united 1632 was phenomenal frm gate (SEA) to gate (IAD),Positive
@united sloppy stuff you don't see anymore - united has raised my expectations - this team was poor,Negative
"@united gates were DEFINITELY NOT FULL. We were parked and wheels were chocked. Customer service called it an ""UNMET ARRIVAL""!!",Negative
@JetBlue is there wifi on he plain,Neutral
"@JetBlue Thanks. Still booked our trip 3/13-17 LB to SLC to see grand kids.  Just very frustrating. Tried app, web, etc. Still love u guys!",Positive
"@united OK, thanks for the clarification.",Neutral
@VirginAmerica I was scheduled for SFO 2 DAL flight 714 today. Changed to 24th due weather. Looks like flight still on?,Neutral
"@JetBlue friendly, engaging, personable, handled clarifying questions about baggage fees well, and took an interest in what I was doing.",Positive
@united thanks! We would like an apology and a full refund. Please confirm when we will receive.,Negative
"@jetblue #philly lost and read program - Our customers get hot tea, great crewmembers, top notch info &amp; now #BOOKS! http://t.co/9rAGncw2Bk",Positive
"@JetBlue Well, thankfully they've got a nice food court here...When will an update be posted?",Positive
@AmericanAir Please bring American Airlines to #BlackBerry10,Neutral
@JetBlue @DatingRev mco to lag two hour delay and sitting in Tarmac going on 40 minutes with infants crying on plane!! Get us off this plane,Negative
@SouthwestAir How many trees have to die before you stop trying to sell us a credit  card? #OptOut http://t.co/CXrZhcdTVz,Negative
@JetBlue when are you guys flying it froward in the Bahamas.,Neutral
@united where's my damn bag??,Negative
@united i would like to know if its possiable to checkin online or must it be done at Schiphol?,Neutral
@VirginAmerica Applied for Status Match on Feb 1. Got confirmation email same day. Still no news though. You guys have dropped ball Late Flightly 😥,Negative
@united do you have an e-mail address I can write my account to? Might be less likely to disappear,Neutral
@JetBlue they were amazing and thank you!,Positive
"@SouthwestAir thanks, got put on the am flight tomorrow.  Don't have much faith it'll get off the ground tomorrow though.",Positive
@JetBlue mechanical failure isn't Boston' fault.,Negative
"@AmericanAir Ps, I was right.",Neutral
@AmericanAir one staff on desk. Now been queuing for over an hr.,Negative
@AmericanAir These are some awesome photos. Thanks for sharing! 😁,Positive
@SouthwestAir Thanks Lindsey &amp; the Southwest twitter team for great service &amp; a speedy resolution #LuvAgent #swa,Positive
@USAirways strikes again--Late Flight crew #3/4 for the trip and maintenance #2/4.  Worth the extra $200/trip for less hassle and fewer delays,Negative
"@USAirways wow this airline is a joke, absolutely horrendous customer service. you guys should be ashamed.",Negative
"@united did you have seen my message today?? About a mcdonnell Douglas dc 10 model?? I will hear it if you read it, Goodnight now",Neutral
@SouthwestAir OMG OMG OMG !!! I JUST DID!!,Neutral
@VirginAmerica Are the hours of operation for the Club at SFO that are posted online current?,Neutral
@USAirways @satesq theres only one flt PHL-CRW per day.,Neutral
@VirginAmerica Are there any plans for a short haul airline in Europe? Would defiantly fly with you guys :),Positive
"@JetBlue flight 1041 to Savannah, GA",Neutral
"@united I normally ask people to put on headphones...but not toddlers. Maybe planes should have a ""kid"" section (near the back) ;)",Neutral
@USAirways download jeokoo the American app for air travelers,Neutral
@VirginAmerica a brilliant brisk am in Boston in cue for vx363 http://t.co/rMZNIVGmg6,Neutral
@USAirways oh yay! Now gate agents decide not to deal with upgrade list and just bump up whoever is closest.,Negative
@JetBlue - worst view for an athlete; watching your team from the front seat of the chase van #nogearnotraining,Negative
@united I hope so too :),Positive
"@JetBlue sorry, should have specified I meant ground traffic trying to get into the terminal",Neutral
@united I Want a Plane dad,Neutral
user_timezone,Neutral
@JetBlue - I did that as soon as I realized. Will they try to figure out who is stealing from people's bags? Security cameras? Anything?,Negative
@SouthwestAir Just go ahead and start the scavenger hunt after 5 pm today when work is over ;) #DestinationDragons,Positive
They didnt just tweet this... Nah. RT “@JetBlue: Our fleet's on fleek. http://t.co/1yLn1Gx4QX”,Neutral
"@AmericanAir i tried all day. Have been disconnected due to ""heavy call volume.""",Negative
@AmericanAir I'm on flight 1027 tomorrow that got Cancelled Flightled. Need to find an alternative to get to Dallas. Please help.,Negative
What can I say other than when it comes to my #BrandLoveAffair w/ @jetblue ur my #soulandinspiration https://t.co/IGkoGyWksr #umosaicmecrazy,Positive
@united If United loses your baggage they will get it to the airport in the country your in and then it disappears!,Negative
@americanair Help!  I need to speak to a live agent before I lose my online reservation being held.,Negative
@JetBlue I appreciate the credit for my troubles but the lack of personal response troubles me.,Negative
“@JetBlue: Our fleet's on fleek. http://t.co/LSYbgLF59j” let's keep it professional,Neutral
@AmericanAir I did,Neutral
@JetBlue really caring??,Neutral
@SouthwestAir me &amp; @sammi_jon3s are best friends because of @Imaginedragons. Any chance we could get tickets to #DestinationDragons ?,Positive
@SouthwestAir super disappointed today. First time we've had to stress and now book a flight on another airline while at the airport,Negative
@USAirways trying to book award travel leaving on red-eye Sunday night after midnight. Should I book the date in Sunday or Monday?,Neutral
@USAirways as far as being delayed goes… Looks like tailwinds are going to make up for it. Good news!,Negative
@VirginAmerica Thank you for the follow,Positive
@united is screwing with my flights again at CAE? Why do you bother having flights here if they never leave on time or get Cancelled Flighted?,Negative
@united #UnitedAirlines Any other way ORD to ABQ anytime within the next 7 hours?,Neutral
@JetBlue Jua at JFK 'Just Ask' desk was incredibly helpful! Thanks!,Positive
@United Stars and Bars @iah #A320 @airlineguys @AirlineGeeks #avgeek http://t.co/mWSoGUC33p,Neutral
"@JetBlue Flight 1562 had a 4 1/2 hour weather delay, but what is the 45 minute delay in getting bags to tired passengers?",Negative
"@USAirways status shows ""delayed"" it was just ""waiting for takeoff"" so did it depart? It certainly didn't at 4:17pm. http://t.co/emRUbu4WzD",Negative
@SouthwestAir I did. Thank you.,Positive
@USAirways 2.5 hours Late Flightr and the flight has been Cancelled Flightled. You gotta work on your internal communication skills.,Negative
@SouthwestAir #3854 ATL to RDU. Snow forecasted for Raleigh this evening.,Neutral
@united please give special thanks to Aaron in Tampa office for helping me for literally two hours! He's amazing. Mission accomplished!,Positive
@AmericanAir Thank you for responding so quickly to my tweets I do appreciate that.,Neutral
@united DM'd you 4 hrs ago at your request. No response to be found .... just like my bag.,Negative
@JetBlue where's my selfie?,Positive
"@USAirways when AA gate supervisor 600117 was asked for his superiors name, response received was ""the CEO of #AmericanAirlines"" #merger",Neutral
"@united Hey, thanks again for helping me miss my buddies 30th bday, you guys are really a trashy company #shouldhaveflowndelta #unitedsucks",Negative
"@JetBlue  FLL to MDE, great flight, great customer service, THANKS! 2 mths waiting  @AmericanAir  to speak to a human at customer service",Positive
@JetBlue - He Cancelled Flightled a flight &amp; was given 2 weeks to apply travel bank credit to another flight &amp; credit was transferable,Negative
@USAirways thanks !!!,Positive
@united  why is it so hard to add in meal preferences AFTER I booked tickets? I forgot to do it &amp; it's now impossible! I even called.,Negative
Thanks @SouthwestAir ! #heartlanta,Positive
@AmericanAir is that the flight for tomorrow?,Neutral
"@JetBlue what are the chances of actually flying out of Charleston today?? Cold, rainy weather in the south of all places...",Positive
"@united flt 912. Capt Herman is amazing! Came out before flight to play ""ask the captain anything."" Wonderful ambassador to the airline!!",Positive
@SouthwestAir Do you still offer discounts on seats for children under 2? We would rather put him in a seat than in a lap!,Neutral
@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Weyburn Review http://t.co/rtQyjCvTQ3,Neutral
"@USAirways but it's not their fault, because their policy says they at least got us to our destination. Really?",Neutral
@USAirways new F/As from DFW to CLT this morning did a great job. Well Done!,Positive
@SouthwestAir when are the two free flights promo coming back?! Looking into the premiere card but might hold off or go with another option!,Neutral
@united already missed connection... UA 495,Negative
@JetBlue I'm #MakingLoveOutofNothingAtAll on my #brandloveaffair to #LAX https://t.co/kdHRUF54sW,Positive
@JetBlue Great thank you!,Positive
@USAirways left us. had to stay on other flight until they got bags off. This sucks. Had to run with a baby and bags!,Negative
@united look at this beauty 😉 dc-10 united airlines 😉 Hope you like this beauty 😉 http://t.co/NS1aCFqCdQ,Positive
@SouthwestAir you guys held our flight #330!  Thank you!!!  About to take off from MDW now to Oakland.  Thanks,Positive
@SouthwestAir I will say that your customer service has consistently been the very best!!!,Positive
@USAirways thanks is there a beareavement discount anymore or not should I just book online,Neutral
@SouthwestAir show me some love and a companion flight~please and thank you!,Positive
Very quick! TY. @united: @auciello I am sorry to hear this. Can you please follow and DM me the details of what transpired? ^JH,Positive
"@VirginAmerica - can you tweet me the Cancelled Flight/chng fee for a flight? or can I rebook under one of your affiliates? If so, who are afiliates?",Neutral
@SouthwestAir reference #: 261093929756,Neutral
@USAirways how does that help me when I get no response from there??? #usairwayssucks,Negative
@SouthwestAir makes flying for @UNO_Baseball fun! Flight crew just led the plane in singing happy birthday to one of our guys! #LuvInTheAir,Positive
@united Can you explain how it rewards us elite Premiere 1K members?,Neutral
"@USAirways #success made flight , please thank the crew of 556 great time recovery",Positive
"@united fair enough, but it stinks to be the passenger on the plane that leaves the gate then sits on the tarmac for an hour before takeoff",Negative
@USAirways very embarrassing.,Negative
@JetBlue you got yourselves hot ladies flying the air for life #loyal,Positive
@united I left my comment with customer care. Thanks for contacting me.,Positive
"@SouthwestAir I think that flight was supposed to go to Houston as well, in case someone could check that?",Neutral
@AmericanAir Please follow me.,Neutral
@USAirways please keep Emily at you gso airport ticketing on staff she is amazing,Positive
@VirginAmerica what happened to Doom?!,Neutral
@JetBlue Thanks for taking me back home today despite Pandora's best efforts to Cancelled Flight the flight. #jetblue #backhome #noplacelikehome,Positive
@AmericanAir we will not be flying with you or US air again. The changes and Cancelled Flightations leading up to today's big finale is unacceptable.,Negative
@united the upgrade to first class was a nice way to fix your earlier mistake. Thank you!,Positive
@JetBlue Airways Hits New 52-Week High at $17.58 (JBLU) - sleekmoney http://t.co/zdKXn4kTOu,Neutral
"@JetBlue unfortunately no, but hoping I can catch one sometime in the near future!",Neutral
@united @estellevw does she need to complain on Twitter for the refund or is it auto-applied?,Neutral
"THANKS to @SouthwestAir , I get to go to the #DestinationDragons @Imaginedragons show this weekend in UTAH @VelourLive  !!! #ThankYou",Positive
"@united thanks for having no one to pilot my last two flights, and all but stranding me in Houston tonight.  Airlines are the absolute worst",Negative
@USAirways sucks.  Flt 2692 Late Flight by 20 mins missed my connection.  Thanks for the 10 bucks and a middle seat on the next flt.,Negative
"@JetBlue Thanks JB. Actually, As a birder I love them too. They just need to be outside. It shouldn't be too hard to trap and move them.",Positive
@united it was eventually explained that weather conditions too extreme to get luggage off planes. Will be sent on. But I won't be for days!,Negative
@AmericanAir Thanks for the response.Tough night for all involved. Our flight got Cancelled Flightled as we started taxiing down the runway.,Negative
@USAirways where are my bags?,Negative
"@AmericanAir oh I did. All I received back was an email saying "" delays happen"".. Uh huh..",Negative
@JetBlue thank you. Just sent msg.,Positive
@JetBlue DONT LOSE MY LUGGAGE!!!,Negative
@SouthwestAir @love_dragonss LAUREN OMG IM DEAD IM SO SO HAPPY FOR YOU YES YES,Positive
@SouthwestAir thanks connection thru Nashville have A1 boarding pass get to Dallas gate boarding 40 min before flt get end of B group,Positive
@USAirways we will...sunday! Just a few days away,Positive
@SouthwestAir Just DMed you my confirmation number.,Neutral
@SouthwestAir will you ever have a nonstop from #SJC to #BNA?? We'll take #SFO or #OAK too! Pleaseeeeee thank you!,Neutral
@JetBlue I did...#FlyFi worked well and was free aboard this flight,Positive
"@JetBlue Also, thanks for your prompt replies. I'm really impressed--and you're not just brushing me off. Much appreciated!",Positive
"@united Seat 14A, Flight UA895",Neutral
@JetBlue Thanks for the reminder of a few older flights I'd taken and the easy access to add points to my new JB account! Awesome service.,Positive
@USAirways ok thank you we were told ground delay due to snow.,Positive
"@AmericanAir Hi ho, hi ho. It's off to work I go. #WeeklyCommuteOnAA http://t.co/JQHg4jTm4w",Neutral
@JetBlue  would love to go to Hawaii to visit pearl harbor.,Neutral
@JetBlue is gettin fancy! #Mint #LieFlat Nice work on the menu @Saxonandparole #LobsterMac #BloodyMary #JetSetter http://t.co/zf5wjgtXzT,Positive
@united man I can't wait to book my ticket now! Thanks JP you're a life sabe,Positive
"@AmericanAir If SNA curfew causes diversion, do you provide transportation from LAX? On AA1237 now, pilot not sure if we have time.",Negative
@USAirways my phone has been on hold since midght  fkn 7 hrs of hold ?? Unacceptable!!!!!!!!,Negative
@JetBlue what's up with the broken tv in seat 6F on flight 1818 today? Planned to catch the @cavs game!!! Nooooo,Negative
“@AmericanAir: Bet these birds wish they'd flown south for the #winter... http://t.co/tY9C0Gae2o” Lol,Neutral
@united I believe you have to follow me in order for me send you a DM,Neutral
@AmericanAir extra night we have to stay in San Juan now. How can I check on that?,Negative
@usairways I’m cool with weather delays etc. But lying and deceiving passengers to keep them from changing is reprehensible. #yousuck,Negative
@VirginAmerica brought it all the way across the country today I see http://t.co/TKaUyGcPmS,Neutral
@united tonight you made this Fred Flintstone happy with an upgrade to 1st class. http://t.co/gKgKZLAwpR,Positive
"@united again, you said to go take the time to go there, knowing what the issue was, and knowing you won’t fix it.",Negative
@AmericanAir many trips coming up!  I will see you soon 😃,Positive
@united my mother's flight was delayed from phl-ord. We're on our way to NRT and the gate refused to upgrade. A platinum.  Blegh,Negative
@united flight to DFW from IAD Cancelled Flightled for mechanical can I get rental car to MDT-my origin,Neutral
@JetBlue     Is it only $50 for my 2nd bag?  1st bag too full..,Neutral
@USAirways how is it possible that you don't have a call back service? An automated message telling us to call back Late Flightr is so unhelpful.,Negative
"@virginamerica Well, I didn't…but NOW I DO! :-D",Positive
@AmericanAir I hope you like the photo :) http://t.co/p7fSLuxEGW,Positive
@SouthwestAir thank you!!! #bringbacktheluvtordu #miami #directflights,Positive
@united Is flight 5001 really going to leave Newark today?  If not tell us now and I will rent a car.  I do not want to end up stranded.,Negative
"@SouthwestAir 50min to get bag checked n ATX, miss my flight, spend all day @BWI, n not get my baggage at the end of it all.  #epitimeoffail",Negative
@JetBlue ...and when did your legal department start running your social media channels?,Neutral
@SouthwestAir we're here at MCO. Thanks.,Positive
@SouthwestAir Can you help me out with tickets to the Vegas event? I would be so stoked!,Neutral
@JetBlue Seems a few of my friends speak highly as well. Now we just need to find a decent priced way to go from YVR to SEA and overnight.,Positive
@USAirways Thanks for getting back to me. I called that number earlier but no option to leave vm and just rings with busy tone,Neutral
@JetBlue thanks!!,Positive
@united I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours? 🙏,Neutral
@USAirways a big thanks to the gate agent flt5127..keeping us informed of the delay#greatcustomerservice,Positive
"@united   sent DM last week, re: suit regarding your error. No response was given. Please Answer DM or tell me who to send suit to....",Negative
"@JetBlue This is the error message: Paper tickets cannot be serviced on-line.
Please see a JetBlue Crewmember for assistance.",Negative
@SouthwestAir sent!,Neutral
@JetBlue do you have a waiver for NY weather today?,Neutral
@USAirways thanks for slowing the inbound plane down so that we didn't need to worry about 4438 EYW being Late Flight. Great holz ahead. Cheers! 😀,Positive
"@united If you'd love to see more girls be inspired about becoming pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh",Neutral
@USAirways Wow unbelievable how you treat your customers at Puerto Rico airport! 👍,Positive
"@USAirways it was 1838, almost 5 hours Late Flight due  to mechanical.",Negative
@USAirways customer service at its finest,Positive
Vienna,Neutral
"@AmericanAir If you care, could you have someone call me to explain what is going on.",Negative
@JetBlue Thanks!  I made it 😃,Positive
"@united Thank you but the person in Houston could only get me a flight routing through Newark, NJ and I'm going to SFO",Positive
@united all day travel. #swag #ijustwanttosleep,Neutral
"@usairways I've been on hold since 11:30pm how many customer service reps do you have?
 #seriously",Negative
@SouthwestAir can you have someone call me back? I have been on hold two times today for over 20 min and still haven't gotten through,Negative
@AmericanAir just need to know why it wasn't done like it was promised it would yesterday,Negative
@JetBlue that's ok! It just sure seemed like it when JetBlue tweeted us back and asked us to send selfies of us watching.. Haha,Neutral
@USAirways done,Neutral
"@united okay - thanks for your help, JT! I appreciate your time!",Positive
@JetBlue alright.,Neutral
@SouthwestAir i like to see if i can change flight plz help thx,Neutral
@USAirways thank you!,Positive
@united traveling with 3 young kids!! Chose our original flights for a reason.,Neutral
@united What a really GREAT &amp; FLATTERING story about you! You should be very proud :) http://t.co/7br5t5QCXk (via @ParachuteGuy),Positive
"@AmericanAir was hoping for 8A if possible, for some frozen views along the way!",Neutral
@AmericanAir fly my child,Neutral
@united Lied to my face at the gate about upgrades. Thanks. #badservice #unitedsucks,Negative
@USAirways I miss you too. Work has taken me out of Philly. I’ve been on flight 1776 from BOS —&gt; PHL so many times I should have a res. seat,Positive
@united is there another airport closer to Calgary we can fly out of tomorrow.,Neutral
@virginamerica Trying to make the change in advance (not just 24 hours prior)…tried it online earlier and it wanted $300 in change fees.,Negative
@united Pls Help Baby Hannah get the life saving surgeries she requires.She needs your help.Pls Donate/RT http://t.co/kQnrrP86A5,Neutral
"@USAirways Stuck in Philadelphia airport for 32 hours due to ""maintenance"". Dreading my flight back home. Disgusting.",Negative
@united SATURDAY this morning Man dies from Ebola http://t.co/hXVVIS0VWw,Neutral
"@SouthwestAir 4/9/14, I need to fly from GSP to DSM, but claims there's no sched. avail.  I can book separately, but why not together?",Negative
@SouthwestAir I managed to get sorted out over the phone. Good luck dealing with the snow in Texas!,Positive
@SouthwestAir you need this song for your next commercial!  https://t.co/jU9rHZ4RQc. #SWA #love,Neutral
"@AmericanAir - Whoooo Hooooo just crossed 25,367!!! At my current pace I should reach 152,202 for the year.",Positive
"Still thinking, those PJs may have me sold @AmericanAir @momsgoodeats We'd #love to have you on board with us! @MandarinJourney here I come",Positive
@JetBlue Done! Also looks like you opened some up on my flight to Vegas on Sunday! 💙,Positive
@JetBlue how long does it take for a bag to get to the baggage belt!!!!!#toolong of a wait,Negative
@AmericanAir can you help me update a birthday that was incorrectly input in a reservation? This is preventing me from checking in,Neutral
@JetBlue saving my sanity. Leaving it behind for sunshine. #escape #FL #bliss #travel #InDenial #WhatFrozenPipes http://t.co/6TtzEJV3hY,Neutral
@SouthwestAir #Vegas I was there 5 days ago. Miss the  Warm Weather,Neutral
"@USAirways despite mechanical issues and many delays followed by a Cancelled Flightlation, still getting to Vegas thanks to great gate agents!",Positive
@united 2nd flight in two weeks that you have lost my bag!  Taking my 1K status to @AmericanAir #neveragain #WORSTCUSTOMERSERVICE,Negative
@united Terminal 1 gate B3. Flt 1299. Then take her to Terminal 5. Gate M13. Swiss Air LX009,Neutral
"@AmericanAir I'm flying with your competitor today, starts with an U and ends with D. I will never make that mistake again. #americanforlife",Positive
"@SouthwestAir I am in, let's do this!",Neutral
@USAirways i have a question. i need to talk to someone by email. Can you give me your email address? Thanks.,Neutral
"@JetBlue as requested, here's selfie somewhere over the Rocky's. #milehighselfieclub http://t.co/A1ChOxKPJp",Neutral
“@AmericanAir: @nlrphoto Those are very beautiful photos!” Thx! Would marketing dept be interested in buying?,Positive
@USAirways thank you! You have always been so good to me. I will follow up.,Positive
Prague,Neutral
@united make sure you take care of @LSUsoftball team &amp; @LSUQuinlanDuhon team. We are 16-0!!!!,Neutral
"@united assistance with what, the attitude of your staff no matter which airport we are at?",Negative
@AmericanAir Thank you. Good suggestion. I checked and we were not rebooked. We'll keep checking and looking for other flights,Positive
@JetBlue OOH! Good one! Speaking of #MiAmore - Just know that #IAdore https://t.co/fWZClBvuG4 Loving #LoveSongFriday,Positive
@united how about 3659 YUL-ORD?,Neutral
"@united ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/9v8tMUsJvU",Positive
@united it's 430am and wife still doesn't have her luggage which was promised by 8pm and said to be on its way File number: DCA48810M #Fail,Negative
"@AmericanAir - for the past 5.5 hours, call volume is so high that no one can take my call to Cancelled Flight my itinerary? #YoureDoingItWrong 1/2",Negative
@united sorry to hear outsourcing plan. Boise is best staff/cust service in the country. #boise,Positive
@SouthwestAir -- any updates on flights getting Cancelled Flighted into DAL? I have a connecting flight there and hope it doesn't delay due to weather,Neutral
"@VirginAmerica gives positive outlook, but sees increased competition - @Reuters http://t.co/jEu7Od3eYJ",Neutral
@USAirways You all work hard at making sure things flow smoothly. Keeping positive.,Positive
@USAirways provided the best service for me today! Thank you so much :),Positive
"@AmericanAir @British_Airways 2 weeks ago today i arrived in miami and I still don't have my bag, absolute disgrace!",Negative
"@united despite shaky connections, looks like I'll get home tonight. Great job, @united - was touch and go for a while..",Positive
"@AmericanAir will award me 50,000 air miles!!! Yes I am going to take a vacation! 
#thanksamericanairlines",Positive
"@SouthwestAir coming up on 10 hrs and all at the gate, not leaving and without my baggage. SWA you are my nightmare!",Negative
"@united its my one and only checked bag, which is checked to edinburgh, however i am being charged randomly from dc to newark",Negative
"Hey @united, this is your job, don't give me the safety spin. This is the same plane that broke on the original flight out. #unitedSucks",Negative
"@AmericanAir ok, thanks you! Have a great night AA team!",Positive
"@united worst airline ever! Staff is nasty, wifi down bags are delayed due to weather?? And now the belt is broken. Selling UAL stock in AM",Negative
@AmericanAir congrats on your call center customer service! A guy named Fidencio answered and he went above &amp; beyond to help me! 👌👌👌,Positive
@united Morning! 4603 has been delayed by 7 hours. Can you get me to Newark for my 10am meeting?,Negative
@SouthwestAir eyes next steps for improving #inflight #Wifi - Runway Girl http://t.co/h46HT1Oz40,Positive
@United to start 3xdaily @EmbraerSA #ERJ145 flights from #Chicago @fly2ohare to #Evansville on 4JUN #avgeek,Neutral
"@SouthwestAir @JasonWhitely flt 947 Emer stop in Albuquer for a heart condition, crew was awesome, pilot was Maverick on the divert.",Positive
"@united getting ready to book a flight to San Juan. Was wondering, Does United waive baggage fees for military personnel. Thanks.",Neutral
"@AmericanAir On hold since 5am. When no one can get to the airport, Cancelled Flight flight, don't make us pay huge fee to change flight.",Negative
"@USAirways after missing my flight and reFlight Booking Problems 2x, I just walked onto another flight and my phone was still on the seat!!",Positive
".@VirginAmerica not only was it great, but you return my calls the day after. Couldn't ask for more. #myVXexperience",Positive
@united has the best customer experience via twitter - huge fan!!!,Positive
@JetBlue  will do.,Neutral
@JetBlue thanks. Line moved quick. Already done.,Positive
@SouthwestAir yeehaw. You found us another plane.  Thx for listening to me vent.,Positive
@JetBlue had a great experience working with Glenn Coles at Buffalo-Niagara Airport!! Top notch employee,Positive
@SouthwestAir I WOULD DO ANYTHING FOR tickets to the VEGAS... ANYTHING. I love imagine dragons so much!!,Positive
@AmericanAir another generic response guys? Cmon. You're terrible. How about an actual helpful person? Not all the rude employees at LAX,Negative
"“@JetBlue: @2littlebirds Well captured, Brittany! We love the clouds! :)  Enjoy the ride!” Thank you!",Positive
@SouthwestAir this would be an awesome experience #DestinationDragons,Positive
@SouthwestAir thank you. Please follow and I will send.,Neutral
@AmericanAir u r horrible.went online to Cancelled Flight flight-no button-4that.Called CS &amp;wait time 40 mins&amp;put in my #.800#called&amp;it hungupNOHELP,Neutral
@united we are never going to get to out gate at this rate.,Negative
Thanks @united. @imran_r44 had a question about the wait time for baggage on UA6366,Neutral
"@United flight experiences R often frustrating, but 2day on UA5184 from CHI to WPG flight attendant April was #amazing! She's 1 of the best!",Positive
@united please tell me I'm going to make my connecting flight from O'hare to #STL #SouthBendINWhere 🙏 http://t.co/qGwK10dEwv,Neutral
@JetBlue thank you. We are finally at the gate.,Positive
@USAirways  last 2 times I checked a bags they were severally damaged.   No one answers the baggage call line for status?  #chairmanlove,Negative
@united thanks for the help. Wish the phone reps could be so accomidating,Positive
"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/tZZJhuIbCH #CheapFlights #FareCompare",Positive
@SouthwestAir just got mine..now where to go??,Positive
@SouthwestAir thank you!!,Positive
@USAirways Thank you so much its been a very stressful day,Positive
@USAirways flights to Dfw Cancelled Flightled today?,Neutral
“@JetBlue: Our fleet's on fleek. http://t.co/g12sn5qsqZ”- no... Yall better than this,Positive
@united so is that two seats avail so far for us.,Positive
@JetBlue - why does my TSA-pre work with every airline BUT you? I pay good money for that. Spent 30 mins on phone to fix to zero success.,Negative
@SouthwestAir you should know the crew today on flight #1071 AUS to PDX was awesome! #SWA,Positive
"@SouthwestAir if a passngr requires wheelchair to gt on plane then sits in an exit row, wld they b physically capable to help in emergency?",Neutral
"@JetBlue ah no the staff was perfect this morning at JFK, more sleep for me!! :)",Positive
"I'd like the 11c I originally tried for @AmericanAir - again, happy to pay the difference",Neutral
"@SouthwestAir y airline I fly with, but haven't seen anything like this yet!",Negative
@SouthwestAir okay just signed up!,Neutral
@United can you help me get from IAH to SFO earlier tonight?,Neutral
"@united I guess you have to ""follow"" me in order for me to send you a DM.. I tried and it won't send.",Negative
@USAirways I'm trying to merge my freq flyer accts but keep getting an error message and only a machine when calling the # provided. Help!,Negative
@united And yet we still haven't left yet and I can't watch my pre-paid DirectTV. #firstworldproblems,Negative
"@SouthwestAir never mind, I moved my flight to tomorrow. Thanks for the help!",Positive
@SouthwestAir everyones flights who were Cancelled Flightled today DESERVE 1,Negative
@SouthwestAir Thank you for your time!,Positive
@VirginAmerica I luv ur people and product! 1 thing is y do u charge for herbal tea but not black tea? I'm not a caffeine drinker,Positive
@AmericanAir WORST SERVICE EVER!! Delayed flights for more than 5 hours plus you missed my bag! And your employees are rude 😡😡,Negative
@AmericanAir #AmericanAirlines on approach to mex.... http://t.co/se57dmjHiW,Neutral
"@JetBlue yes, with about 20 minutes to spare.  FYI - your employees are amazing.  Keep up the good work!",Positive
@AmericanAir work on the comm skills w hate agents at PHX. Said I was confirmed on flight out of DFW &amp; got here and that was only standby.,Negative
"@JetBlue thx, social media person!",Positive
"@united  found a group of people who actually hates people more than ISIS, thats right United Airlines.",Negative
@JetBlue you know it!!,Neutral
@USAirways — I had exceptional service on flight #403 from IND to PHX!!,Positive
@USAirways would you consider honoring the original fare price if I were to try Flight Booking Problems the ticket again?,Negative
"@united  4348 soon going to have more wait time for a gate, in empty MSP airport than it was in flight  50 min and still counting...",Negative
"@USAirways stuck on Tarmac for 30 mins at PHL waiting for someone to load baggage,ridiculous http://t.co/BRCsjBxG2s",Negative
@americanair I sure do. I'm running version 3.10.0,Neutral
@united thank you for the quick response but I cannot dm you until you follow me as well,Neutral
@united thanks! Will you guys be getting the A380s anytime soon?,Neutral
@united will do. Thanks for the help. Cheers,Positive
@USAirways We're having 2 grandbabies in 2 weeks -- will travel to DC for the births. Thank you for the reasonable fares!  See you Saturday!,Positive
"@united no I don't, but I'm sure United have my info on its system.",Neutral
@united my flight was supposed to depart to Boston at 4:36 and now it's departing at 6:30 due to issues with finding a pilot. Thanks a lot!!,Negative
@JetBlue: So excited to hear about your move towards international travel from Long Beach Airport!,Positive
@jetblue that's cause we're TrueBlue! It's ur #love that keeps liftin' me #higherandhigher https://t.co/xGfS6tJTMo http://t.co/ixM3t5mIZc,Neutral
@USAirways  is a bag that is   23”L x 9”W x 12”H  allowed as a carry on?,Neutral
